,p1_code,p1_guess,p1_correct,p1_chose_x1,p1_chose_x2,p1_chose_x3,p1__chose_x4,p1_chose_x5,p1_revealed,round_number_modif,p1_number_variables,group.id_in_subsession,p1_x1,p1_x2,p1_x3,p1_x4,p1_x5,p1_y,session.code,p2_code,p2_guess,p2_correct,p2_chose_x1,p2_chose_x2,p2_chose_x3,p2_chose_x4,p2_chose_x5,p2_revealed,p2_number_variables,p2_x1,p2_x2,p2_x3,p2_x4,p2_x5,p2_y,polarized,p1_prediction,p2_prediction,predicted_polarization
253,i0xtvmf7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,24,1.0,2,-1.0,-10.0,10.0,-8.0,105.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,5.0,-1.0,-10.0,10.0,-8.0,105.0,0.0,1.0,1,1,0.0
254,cdztu33r,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,24,4.0,3,-1.0,-11.0,4.0,-6.0,89.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,-1.0,-11.0,4.0,-6.0,89.0,0.0,1.0,0,0,0.0
255,cefo5bkh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4,24,5.0,4,0.0,-8.0,7.0,-8.0,103.0,1.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,3.0,-2.0,-9.0,4.0,-9.0,96.0,0.0,0.0,1,0,1.0
256,nl0lf9mk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,25,3.0,1,1.0,-9.0,9.0,-4.0,99.0,1.0,8i4us26m,l9f93y7e,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,2.0,0.0,-8.0,-1.0,-5.0,97.0,0.0,1.0,0,1,1.0
257,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,25,4.0,2,0.0,-12.0,1.0,-5.0,98.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2.0,0.0,-12.0,1.0,-5.0,98.0,0.0,1.0,0,1,1.0
258,cdztu33r,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,25,3.0,3,0.0,-9.0,7.0,3.0,94.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-9.0,7.0,3.0,94.0,1.0,0.0,1,1,0.0
259,cefo5bkh,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3,25,4.0,4,0.0,-10.0,7.0,-8.0,104.0,0.0,8i4us26m,kgngeozb,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,4.0,1.0,-9.0,8.0,-2.0,99.0,1.0,1.0,1,1,0.0
260,nl0lf9mk,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3,26,5.0,1,0.0,-11.0,-1.0,-8.0,107.0,0.0,8i4us26m,l9f93y7e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-8.0,3.0,0.0,106.0,1.0,1.0,0,1,1.0
261,i0xtvmf7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,26,2.0,2,1.0,-12.0,3.0,-10.0,99.0,0.0,8i4us26m,ds8qmihn,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4,4.0,1.0,-12.0,3.0,-10.0,99.0,0.0,0.0,1,0,1.0
262,cdztu33r,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,26,1.0,3,0.0,-11.0,6.0,-5.0,93.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-11.0,6.0,-5.0,93.0,1.0,0.0,1,0,1.0
263,cefo5bkh,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,26,3.0,4,-1.0,-9.0,5.0,-7.0,101.0,0.0,8i4us26m,kgngeozb,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,5.0,0.0,-7.0,6.0,-4.0,101.0,1.0,1.0,0,1,1.0
264,nl0lf9mk,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,27,2.0,1,3.0,-12.0,4.0,-12.0,102.0,1.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,1.0,-9.0,4.0,-4.0,102.0,1.0,0.0,0,1,1.0
265,i0xtvmf7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,27,2.0,2,0.0,-8.0,4.0,-7.0,93.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,3.0,0.0,-8.0,4.0,-7.0,93.0,1.0,1.0,1,0,1.0
266,cdztu33r,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,27,4.0,3,0.0,-8.0,5.0,-15.0,96.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,4.0,0.0,-8.0,5.0,-15.0,96.0,0.0,1.0,0,1,1.0
267,cefo5bkh,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,27,2.0,4,0.0,-10.0,5.0,-7.0,101.0,0.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,5.0,0.0,-8.0,9.0,-5.0,108.0,1.0,0.0,1,1,0.0
268,nl0lf9mk,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,28,1.0,1,0.0,-9.0,7.0,-3.0,99.0,1.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,-10.0,4.0,-9.0,94.0,1.0,0.0,1,0,1.0
269,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,28,4.0,2,-1.0,-12.0,6.0,-5.0,107.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,5.0,-1.0,-12.0,6.0,-5.0,107.0,0.0,1.0,0,0,0.0
270,cdztu33r,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3,28,3.0,3,-2.0,-13.0,8.0,-9.0,103.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2.0,-2.0,-13.0,8.0,-9.0,103.0,0.0,0.0,0,0,0.0
271,cefo5bkh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,28,5.0,4,-1.0,-9.0,0.0,-3.0,93.0,0.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,4.0,0.0,-12.0,2.0,-9.0,104.0,0.0,1.0,0,0,0.0
272,nl0lf9mk,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,29,2.0,1,0.0,-8.0,4.0,-1.0,98.0,1.0,8i4us26m,l9f93y7e,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-10.0,9.0,-9.0,101.0,1.0,1.0,0,0,0.0
273,i0xtvmf7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,29,2.0,2,1.0,-10.0,9.0,-4.0,96.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,-10.0,9.0,-4.0,96.0,1.0,1.0,1,1,0.0
274,cdztu33r,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4,29,4.0,3,0.0,-7.0,10.0,0.0,95.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-7.0,10.0,0.0,95.0,1.0,1.0,1,1,0.0
275,cefo5bkh,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3,29,3.0,4,1.0,-13.0,4.0,-5.0,95.0,0.0,8i4us26m,kgngeozb,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,3.0,0.0,-11.0,6.0,-8.0,99.0,0.0,0.0,0,1,1.0
276,nl0lf9mk,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4,30,4.0,1,0.0,-14.0,0.0,-16.0,97.0,0.0,8i4us26m,l9f93y7e,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-12.0,4.0,-5.0,99.0,0.0,1.0,0,1,1.0
277,i0xtvmf7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,30,5.0,2,-1.0,-10.0,4.0,2.0,111.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3,3.0,-1.0,-10.0,4.0,2.0,111.0,0.0,0.0,1,1,0.0
278,cdztu33r,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3,30,3.0,3,0.0,-11.0,6.0,-6.0,106.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-11.0,6.0,-6.0,106.0,0.0,1.0,1,1,0.0
279,cefo5bkh,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2,30,2.0,4,0.0,-5.0,4.0,-4.0,99.0,1.0,8i4us26m,kgngeozb,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2.0,-1.0,-7.0,6.0,-7.0,102.0,0.0,1.0,1,1,0.0
280,nl0lf9mk,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,31,2.0,1,0.0,-8.0,5.0,-8.0,105.0,0.0,8i4us26m,l9f93y7e,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-11.0,0.0,-3.0,105.0,0.0,0.0,1,1,0.0
281,i0xtvmf7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,31,5.0,2,0.0,-10.0,4.0,-5.0,103.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3,3.0,0.0,-10.0,4.0,-5.0,103.0,0.0,0.0,0,0,0.0
282,cdztu33r,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,31,1.0,3,0.0,-9.0,1.0,-1.0,97.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,3.0,0.0,-9.0,1.0,-1.0,97.0,0.0,0.0,1,1,0.0
283,cefo5bkh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,31,1.0,4,-1.0,-8.0,8.0,-4.0,102.0,1.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,3.0,0.0,-10.0,12.0,-6.0,106.0,1.0,0.0,0,1,1.0
284,nl0lf9mk,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,32,5.0,1,-1.0,-10.0,0.0,-8.0,106.0,0.0,8i4us26m,l9f93y7e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-9.0,4.0,-5.0,108.0,1.0,1.0,0,1,1.0
285,i0xtvmf7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,32,2.0,2,0.0,-8.0,5.0,-7.0,96.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3,3.0,0.0,-8.0,5.0,-7.0,96.0,1.0,0.0,1,0,1.0
286,cdztu33r,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,32,4.0,3,0.0,-10.0,8.0,-10.0,92.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,4.0,0.0,-10.0,8.0,-10.0,92.0,0.0,1.0,1,1,0.0
287,cefo5bkh,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,32,5.0,4,0.0,-11.0,7.0,-1.0,97.0,1.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,3.0,0.0,-9.0,3.0,-10.0,98.0,0.0,0.0,1,0,1.0
288,nl0lf9mk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,33,1.0,1,0.0,-9.0,10.0,0.0,107.0,1.0,8i4us26m,l9f93y7e,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-8.0,4.0,-6.0,99.0,1.0,0.0,1,0,1.0
289,i0xtvmf7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,33,4.0,2,0.0,-9.0,3.0,-5.0,106.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-9.0,3.0,-5.0,106.0,1.0,0.0,0,0,0.0
290,cdztu33r,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,33,5.0,3,0.0,-8.0,7.0,-4.0,96.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,4.0,0.0,-8.0,7.0,-4.0,96.0,1.0,0.0,1,1,0.0
291,cefo5bkh,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,33,3.0,4,0.0,-13.0,0.0,-7.0,99.0,0.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,-7.0,6.0,-10.0,107.0,1.0,0.0,0,1,1.0
292,nl0lf9mk,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,34,5.0,1,0.0,-9.0,7.0,-2.0,97.0,1.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-9.0,3.0,-3.0,100.0,1.0,0.0,1,1,0.0
293,i0xtvmf7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,34,4.0,2,0.0,-9.0,6.0,-8.0,98.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2.0,0.0,-9.0,6.0,-8.0,98.0,1.0,0.0,1,1,0.0
294,cdztu33r,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,34,5.0,3,-1.0,-11.0,8.0,-8.0,93.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,4.0,-1.0,-11.0,8.0,-8.0,93.0,0.0,0.0,0,0,0.0
295,cefo5bkh,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,34,4.0,4,0.0,-8.0,4.0,-1.0,99.0,1.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,5.0,-2.0,-8.0,7.0,-1.0,98.0,1.0,0.0,1,0,1.0
296,nl0lf9mk,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,35,2.0,1,0.0,-7.0,6.0,-6.0,102.0,1.0,8i4us26m,l9f93y7e,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-10.0,8.0,-10.0,102.0,0.0,1.0,0,1,1.0
297,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,35,5.0,2,0.0,-10.0,1.0,-2.0,101.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4,4.0,0.0,-10.0,1.0,-2.0,101.0,0.0,1.0,0,0,0.0
298,cdztu33r,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3,35,3.0,3,0.0,-8.0,6.0,-3.0,103.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,5.0,0.0,-8.0,6.0,-3.0,103.0,1.0,1.0,1,1,0.0
299,cefo5bkh,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,35,4.0,4,0.0,-10.0,1.0,-1.0,98.0,1.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,-8.0,5.0,0.0,99.0,1.0,0.0,0,0,0.0
300,nl0lf9mk,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2,36,2.0,1,0.0,-9.0,3.0,-3.0,104.0,1.0,8i4us26m,l9f93y7e,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-9.0,1.0,-2.0,100.0,0.0,0.0,1,0,1.0
301,i0xtvmf7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,36,2.0,2,0.0,-11.0,5.0,-1.0,100.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4,4.0,0.0,-11.0,5.0,-1.0,100.0,1.0,1.0,1,0,1.0
302,cdztu33r,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,36,3.0,3,0.0,-7.0,2.0,-5.0,98.0,1.0,8i4us26m,rrfz9xv7,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,4.0,0.0,-7.0,2.0,-5.0,98.0,1.0,1.0,0,1,1.0
303,cefo5bkh,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,36,5.0,4,0.0,-10.0,1.0,-5.0,109.0,0.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,-1.0,-8.0,13.0,0.0,99.0,1.0,0.0,0,1,1.0
304,nl0lf9mk,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,37,2.0,1,0.0,-8.0,0.0,-4.0,104.0,0.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-7.0,6.0,-10.0,103.0,1.0,0.0,1,1,0.0
305,i0xtvmf7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,37,2.0,2,1.0,-9.0,5.0,-7.0,98.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-9.0,5.0,-7.0,98.0,1.0,1.0,1,1,0.0
306,cdztu33r,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,37,5.0,3,0.0,-8.0,8.0,2.0,102.0,1.0,8i4us26m,rrfz9xv7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-8.0,8.0,2.0,102.0,1.0,1.0,1,1,0.0
307,cefo5bkh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,37,5.0,4,0.0,-10.0,0.0,-4.0,94.0,0.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-11.0,3.0,-7.0,99.0,0.0,1.0,0,0,0.0
308,nl0lf9mk,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,38,4.0,1,-2.0,-11.0,7.0,-10.0,104.0,0.0,8i4us26m,l9f93y7e,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2.0,-2.0,-7.0,2.0,-4.0,94.0,0.0,0.0,0,1,1.0
309,i0xtvmf7,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,38,2.0,2,0.0,-8.0,0.0,-4.0,90.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2.0,0.0,-8.0,0.0,-4.0,90.0,0.0,1.0,0,1,1.0
310,cdztu33r,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,38,2.0,3,0.0,-12.0,5.0,-8.0,99.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2.0,0.0,-12.0,5.0,-8.0,99.0,0.0,0.0,1,1,0.0
311,cefo5bkh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,38,1.0,4,0.0,-7.0,2.0,-5.0,96.0,1.0,8i4us26m,kgngeozb,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-11.0,2.0,-2.0,103.0,0.0,0.0,1,1,0.0
312,nl0lf9mk,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,39,2.0,1,-1.0,-13.0,4.0,-4.0,103.0,0.0,8i4us26m,l9f93y7e,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-7.0,4.0,-7.0,90.0,0.0,0.0,0,0,0.0
313,i0xtvmf7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,39,5.0,2,0.0,-9.0,5.0,-10.0,99.0,0.0,8i4us26m,ds8qmihn,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3,3.0,0.0,-9.0,5.0,-10.0,99.0,0.0,1.0,0,0,0.0
314,cdztu33r,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3,39,3.0,3,0.0,-10.0,4.0,-12.0,106.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-10.0,4.0,-12.0,106.0,0.0,0.0,0,1,1.0
315,cefo5bkh,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3,39,3.0,4,-1.0,-8.0,3.0,-3.0,101.0,0.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,0.0,-10.0,6.0,0.0,103.0,1.0,0.0,0,0,0.0
316,nl0lf9mk,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,40,4.0,1,-1.0,-11.0,6.0,-10.0,103.0,0.0,8i4us26m,l9f93y7e,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-9.0,5.0,-10.0,94.0,0.0,0.0,0,0,0.0
317,i0xtvmf7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,40,1.0,2,0.0,-10.0,3.0,0.0,103.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2.0,0.0,-10.0,3.0,0.0,103.0,1.0,1.0,1,1,0.0
318,cdztu33r,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,40,5.0,3,0.0,-9.0,2.0,-11.0,97.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,0.0,-9.0,2.0,-11.0,97.0,0.0,0.0,0,1,1.0
319,cefo5bkh,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4,40,4.0,4,0.0,-12.0,0.0,-1.0,101.0,0.0,8i4us26m,kgngeozb,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,0.0,-9.0,1.0,-4.0,100.0,0.0,0.0,0,1,1.0
320,nl0lf9mk,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,41,5.0,1,-1.0,-12.0,6.0,-2.0,96.0,0.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-10.0,7.0,-6.0,97.0,1.0,0.0,0,0,0.0
321,i0xtvmf7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3,41,3.0,2,-1.0,-8.0,5.0,-4.0,104.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3,3.0,-1.0,-8.0,5.0,-4.0,104.0,0.0,0.0,0,1,1.0
322,cdztu33r,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,41,5.0,3,1.0,-9.0,6.0,-5.0,99.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0,1.0,-9.0,6.0,-5.0,99.0,1.0,0.0,1,1,0.0
323,cefo5bkh,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,41,4.0,4,0.0,-8.0,7.0,-7.0,95.0,1.0,8i4us26m,kgngeozb,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,-1.0,-9.0,4.0,-6.0,105.0,0.0,0.0,1,0,1.0
324,nl0lf9mk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,42,5.0,1,1.0,-12.0,2.0,-4.0,99.0,0.0,8i4us26m,l9f93y7e,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2.0,-1.0,-9.0,5.0,-7.0,109.0,0.0,1.0,1,0,1.0
325,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,42,3.0,2,-1.0,-10.0,4.0,-15.0,101.0,0.0,8i4us26m,ds8qmihn,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,-1.0,-10.0,4.0,-15.0,101.0,0.0,0.0,0,0,0.0
326,cdztu33r,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,42,5.0,3,1.0,-8.0,9.0,-1.0,94.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0,1.0,-8.0,9.0,-1.0,94.0,1.0,1.0,1,1,0.0
327,cefo5bkh,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,42,5.0,4,0.0,-9.0,5.0,-8.0,90.0,1.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,0.0,-12.0,7.0,-3.0,98.0,1.0,0.0,0,0,0.0
328,nl0lf9mk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,43,3.0,1,0.0,-10.0,1.0,-4.0,105.0,0.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-7.0,3.0,4.0,97.0,1.0,1.0,1,1,0.0
329,i0xtvmf7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,43,1.0,2,1.0,-8.0,11.0,1.0,83.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-8.0,11.0,1.0,83.0,1.0,0.0,0,1,1.0
330,cdztu33r,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,43,5.0,3,0.0,-12.0,0.0,-5.0,99.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-12.0,0.0,-5.0,99.0,0.0,1.0,0,1,1.0
331,cefo5bkh,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,43,4.0,4,0.0,-12.0,0.0,-6.0,104.0,0.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2.0,0.0,-8.0,5.0,-3.0,100.0,1.0,1.0,0,1,1.0
332,nl0lf9mk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,5.0,1,0.0,-12.0,8.0,-3.0,94.0,1.0,8i4us26m,l9f93y7e,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-11.0,2.0,-9.0,88.0,0.0,0.0,1,0,1.0
333,i0xtvmf7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,44,5.0,2,0.0,-9.0,8.0,-2.0,101.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2.0,0.0,-9.0,8.0,-2.0,101.0,1.0,1.0,1,1,0.0
334,cdztu33r,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,44,5.0,3,0.0,-8.0,8.0,0.0,102.0,1.0,8i4us26m,rrfz9xv7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-8.0,8.0,0.0,102.0,1.0,0.0,1,0,1.0
335,cefo5bkh,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,44,2.0,4,0.0,-9.0,-1.0,-5.0,102.0,0.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-10.0,-1.0,-6.0,101.0,0.0,1.0,1,1,0.0
336,nl0lf9mk,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4,45,4.0,1,0.0,-11.0,0.0,-3.0,105.0,0.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,2.0,0.0,-4.0,2.0,-7.0,96.0,1.0,0.0,0,0,0.0
337,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,45,4.0,2,-2.0,-12.0,3.0,-10.0,99.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2.0,-2.0,-12.0,3.0,-10.0,99.0,0.0,1.0,0,0,0.0
